ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
94691;"Orissaare postkontor";1;EE;"Saare maakond";"Orissaare vald";"Orissaare alevik";NULL;"Sadama tänav";NULL;3;NULL;23.0839099721773;58.5596665095133;"E-R 9:00-16:00;L 9:00-14:00; P suletud";"01.06-20.09.2015 avatud E-R 9:00-15:00; L,P suletud";20.09.2015;"21.09.2015-31.10.2015 avatud E-R 9:00-15:00;L,P suletud";31.10.2015;;;;;;2015-09-03+03:00
66643;"Osula postipunkt";1;EE;"Võru maakond";"Sõmerpalu vald";"Osula küla";NULL;NULL;"Osula kauplus";NULL;NULL;26.8228599804464;57.8852350733691;"E-R 10:00-19:00;L,P 10:00-18:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
67401;"Otepää postkontor";1;EE;"Valga maakond";"Otepää vald";"Otepää linn";NULL;"Tartu maantee";NULL;1;NULL;26.497390190592;58.0592584713021;"E-R 9:00-18:00;L 9:00-12:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
76091;"Padise postkontor";1;EE;"Harju maakond";"Padise vald";"Padise küla";NULL;NULL;NULL;NULL;NULL;24.143780691855;59.2258046727335;"T 16:00-18:00;K 8:00-11:00;R 8:00-13:00;E,N,L,P suletud";NULL;NULL;"15.09.-28.09.15 suletud;lähim Vasalemma pk ja Rummu pk";28.09.2015;;;;;;2015-09-04+03:00
96037;"Paide Selveri pakiautomaat";0;EE;"Järva maakond";"Paide linn";NULL;NULL;"Aiavilja tänav";NULL;4;NULL;25.5630401942979;58.8854970532658;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
72701;"Paide postkontor";1;EE;"Järva maakond";"Paide linn";NULL;NULL;"Telliskivi tänav";NULL;5;NULL;25.5566230365462;58.885450841143;"E-R 8:00-18:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
86600;"Paikuse postkontor";1;EE;"Pärnu maakond";"Paikuse vald";"Paikuse alev";NULL;"Paide maantee";NULL;19a;NULL;24.614898085598;58.3728502374794;"E,K,R 10:00-14:30;T,N 13:30-18:00;L,P suletud";"28.09.-4.10.15 suletud";04.10.2015;"Alates 5.10.15 avatud E 10:00-14:00;T-N 12:00-18:00;R,L,P suletud;lähim Papiniidu postipood ja Sindi pk";05.10.2015;;;;;;2015-09-21+03:00
46644;"Pajusti postkontor";1;EE;"Lääne-Viru maakond";"Vinni vald";"Pajusti alevik";NULL;"Tartu maantee";NULL;2;NULL;26.4084564391844;59.2852594630899;"E,T,N,R 8:00-15:00;K 8:00-17:30;L,P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
49401;"Pala postkontor";1;EE;"Jõgeva maakond";"Pala vald";"Pala küla";NULL;NULL;Vallamaja;NULL;NULL;27.0146154490684;58.6734807839964;"E 9:00-11:30;T,K,R 9:00-12:30;N 11:00-15:30;L,P suletud";NULL;NULL;"21.09.2015 suletud;lähim Kallaste pk";21.09.2015;;;;;;2015-09-11+03:00
49202;"Palamuse postkontor";1;EE;"Jõgeva maakond";"Palamuse vald";"Palamuse alevik";NULL;"Uus tänav";NULL;2;2;26.5877369968612;58.6854175527159;"E,T,N 8:30-13:00;K 14:00-18:00;R 9:30-13:00;L,P suletud";"19.09.2015 avatud 11:00-15:00";19.09.2015;"16.09.-30.09.2015 suletud;lähim Jõgeva pk";30.09.2015;;;;;;2015-09-17+03:00
88870;"Palangos RIMI Hypermarket paštomatas";0;LT;Palanga;"Malūno g. 10, Palanga";;;;;;;21.762940;55.921230;;;;;;;;;;"Paštomatą rasite lauke, kairėje įėjimo pusėje, iš Klaipėdos pl. pusės";
96097;"Paldiski Maxima X pakiautomaat";0;EE;"Harju maakond";"Paldiski linn";NULL;NULL;"Rae tänav";NULL;14;NULL;24.0618210427112;59.3478439937544;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
76891;"Paldiski postkontor";1;EE;"Harju maakond";"Paldiski linn";NULL;NULL;"Rae tänav";NULL;14b;NULL;24.0624866990312;59.3475771650686;"E-R 10:00-18:00;L 10:00-15:00;P suletud";"17.08.-31.08.15 avatud E-R 11-18:30;L,P suletud;lähim Keila pk";31.08.2015;"01.09-30.09.15 avatud E-R 11:00-17:30;L 11:00-14:30;P suletud;lähim Keila pk";30.09.2015;;;;;;2015-08-25+03:00
90892;"Palivere postkontor";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Palivere alevik";NULL;"Lähtru tee";NULL;8;NULL;23.8945412727921;58.9643756013522;"E,T,N,R 9:00-14:00;K 12:00-16:00;L,P suletud";NULL;NULL;"31.08.-02.09.15 suletud;lähim Haapsalu pk";02.09.2015;;;;;;2015-08-25+03:00
88849;"Panevėžio MAXIMA LĖVUO paštomatas";0;LT;Panevėžys;"Klaipėdos g. 103, Panevėžys";;;;;;;24.324492;55.729027;;;;;;;;;;"Paštomatą rasite lauke, prie įejimo į Maxima, dešinėje pusėje";
88847;"Panevėžio MAXIMA TURGAUS paštomatas";0;LT;Panevėžys;"Ukmergės g. 23, Panevėžys";;;;;;;24.370111;55.728699;;;;;;;;;;"Paštomatą rasite lauke, kairėje įėjimo į Maxima pusėje, prie kampo";
88846;"Panevėžio RIMI Hypermarket paštomatas";0;LT;Panevėžys;"Klaipėdos g. 82, Panevėžys";;;;;;;24.342098;55.728561;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į prekybos centrą kairėje pusėje";
80005;"Papiniidu postipood";1;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Papiniidu tänav";NULL;8;NULL;24.5502575178571;58.3703850648534;"E-R 10:00-20:00;L 10:00-18:00;P 10:00-16:00";NULL;NULL;"20.08.2015 avatud 10:00-20:00";20.08.2015;;;;;;2015-08-04+03:00
96082;"Peetri Selveri pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Peetri alevik";NULL;"Veesaare tee";NULL;2;NULL;24.8113547725379;59.4025630799279;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
73194;"Peetri postipunkt";1;EE;"Järva maakond";"Kareda vald";"Peetri alevik";NULL;Kesktee;NULL;11;NULL;25.835227454765;58.9441967278321;"T,K,R 9:00-17:30 (lõuna 12:00-12:30);E,N,L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
10301;"Pelguranna postkontor";1;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Sõle tänav";NULL;51;NULL;24.7001794411169;59.4448412206924;"E-R 10:00-20:00; L,P 10:00-16:00";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
63294;"Peri postipunkt";1;EE;"Põlva maakond";"Põlva vald";"Peri küla";NULL;NULL;NULL;NULL;NULL;27.0851588758553;58.0169669856043;"E-R 10:00-18:00;L 10:00-16:00;P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
62604;"Piirissaare postkontor";1;EE;"Tartu maakond";"Piirissaare vald";"Tooni küla";NULL;NULL;NULL;NULL;NULL;27.519251336907;58.3810300235315;"E-R 10:00-12:00;L,P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
11901;"Pirita postkontor";1;EE;"Harju maakond";Tallinn;"Pirita linnaosa";NULL;"Rummu tee";NULL;4;NULL;24.8271488140562;59.4623984671955;"E-R 10:00-20:00; L,P 10:00-16:00";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
74002;"Prangli postkontor";1;EE;"Harju maakond";"Viimsi vald";"Idaotsa küla";NULL;NULL;"Prangli rahvamaja";NULL;NULL;25.0100918929939;59.6295270292483;"T,N,L 10:30-13:30; E,K,R,P suletud";NULL;NULL;"17.08.-30.08.2015 suletud;lähim Haabneeme pk";30.08.2015;;;;;;2015-07-30+03:00
61321;"Puhja postkontor";1;EE;"Tartu maakond";"Puhja vald";"Puhja alevik";NULL;"Nooruse tänav";NULL;10;21;26.310331079552;58.3344162361905;"T-R 9:00-15:00;L 9:00-12:00;P,E suletud";NULL;NULL;"14.09.-27.09.15 suletud;lähim Elva pk";27.09.2015;;;;;;2015-09-04+03:00
71194;"Puiatu postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Puiatu küla";NULL;"Kooli tee";NULL;5/2;NULL;25.4317581939736;58.3598963945239;"E,K,N,R 10.00-16.30;T 10.00-19.00;L,P suletud";NULL;NULL;"14.09.-20.09.2015 suletud;lähim Kõpu postipunkt";20.09.2015;;;;;;2015-09-16+03:00
65571;"Puiga postipunkt";1;EE;"Võru maakond";"Võru vald";"Puiga küla";NULL;"Järve tänav";NULL;6;NULL;27.0302391044735;57.7966019835159;"E-R 10:00-18:00; L,P 10:00-16:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
67201;"Puka postkontor";1;EE;"Valga maakond";"Puka vald";"Puka alevik";NULL;"Kooli tänav";NULL;6;NULL;26.22773382592;58.052110402632;"E,T,N,R 9:00-16:00;K 9:00-13:00 ja 13:30-17:30;L,P suletud";"10.08-27.08.15 avatud E ja N 9:30-14:30;T,K,R,L,P suletud;lähim Otepää pk";27.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
43394;"Purtse postipunkt";1;EE;"Ida-Viru maakond";"Lüganuse vald";"Purtse küla";NULL;NULL;NULL;NULL;NULL;27.0251907582527;59.4124679078639;"E-R 10:00-20:00; L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
49001;"Puurmani postkontor";1;EE;"Jõgeva maakond";"Puurmani vald";"Puurmani alevik";NULL;"Tallinna maantee";NULL;2;NULL;26.2890960535424;58.5768355919153;"E,T,N,R 9:00-14:00;K 10:00-15:30;L,P suletud";"20.07.15-02.08.2015 avatud K,R 9:00-14:00;E,T,N,L,P suletud;lähim Põltsamaa pk";02.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
20601;"Pähklimäe postkontor";1;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Kangelaste prospekt";NULL;36;NULL;28.171290929027;59.389045745834;"T-R 10:00-18:00;L 10:00-13:00;E,P suletud";"1.06-31.07.15 avatud T-R 9:30-18:00;L 10:00-13:00;E,P suletud";31.07.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
96026;"Pärnu Jannseni Säästumarketi pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Johann Voldemar Jannseni tänav";NULL;3;NULL;24.4938174024164;58.3918464050348;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
96040;"Pärnu Kaubamajaka pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Papiniidu tänav";NULL;8;NULL;24.5506328698495;58.3695745720346;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96076;"Pärnu Maksimarketi pakiautomaat";0;EE;"Pärnu maakond";"Audru vald";"Papsaare küla";NULL;"Haapsalu maantee";NULL;43;NULL;24.4580710488761;58.3955886311056;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96027;"Pärnu Maxima pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Riia maantee";NULL;131;NULL;24.5370252605955;58.374482883017;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
96062;"Pärnu Port Artur 2 pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Hommiku tänav";NULL;2;NULL;24.5030924964708;58.3864632402398;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
80501;"Pärnu postkontor";1;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Hommiku tänav";NULL;4;NULL;24.5032951750894;58.3859063031954;"E-R 9:00-18:30;L 10:00-14:00;P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-04+03:00
96077;"Pärnu Ülejõe Selveri pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Tallinna maantee";NULL;93a;NULL;24.4949004743264;58.4083913094212;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96109;"Pärnu-Jaagupi pakiautomaat";0;EE;"Pärnu maakond";"Halinga vald";"Pärnu-Jaagupi alev";NULL;"Pärnu maantee";NULL;8;NULL;24.5006705415692;58.6056292579826;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-21+03:00
87200;"Pärnu-Jaagupi postkontor";1;EE;"Pärnu maakond";"Halinga vald";"Pärnu-Jaagupi alev";NULL;"Pärnu maantee";NULL;8;NULL;24.5006705415692;58.6056292579826;"E,T,K,R 9:00-16:00;N 9:00-18:00;L 9:00-12:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-08-04+03:00
10901;"Pääsküla postkontor";1;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Rännaku puiestee";NULL;9a;NULL;24.6452371792381;59.3678778592655;"E-R 10:00-19:00;L 10:00-14:00;P suletud";"01.08-13.09.15 avatud E,K,R 12:00-19:00;T,N 10:00-16:00;L 10:00-14:00;P suletud;lähim Männiku, Nõmme pk";13.09.2015;NULL;NULL;;;;;;2015-08-24+03:00
31301;"Põhja postkontor";1;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Järve linnaosa";NULL;"Põhja allee";NULL;4;NULL;27.2848054402955;59.4070468545988;"E-R 10:00-18:00; L 10:00-13:00;P suletud";"01.08.2015 avatud 10:00-12:00;lähim Kohtla-Järve pk";01.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-09-07+03:00
63194;"Põlgaste postipunkt";1;EE;"Põlva maakond";"Kanepi vald";"Põlgaste küla";NULL;NULL;NULL;NULL;NULL;26.877373267858;57.9808811226346;"E-R 9:00-18:00;L,P 9:00-16:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
96048;"Põltsamaa Selveri pakiautomaat";0;EE;"Jõgeva maakond";"Põltsamaa linn";NULL;NULL;NULL;"Tartu mnt Bussijaamaplats";NULL;NULL;25.9806678883672;58.6539936501513;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
48101;"Põltsamaa postkontor";1;EE;"Jõgeva maakond";"Põltsamaa linn";NULL;NULL;"Silla tänav";NULL;2;NULL;25.9730799412612;58.6536072350751;"E-R 9:00-18:00;L 9:00-12:00;P suletud";"30.07.-01.08.2015 sueltud;lähim Puurmani pk ja Jõgeva pk";01.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
46715;"Põlula postkontor";1;EE;"Lääne-Viru maakond";"Rägavere vald";"Ulvi küla";NULL;NULL;NULL;NULL;NULL;26.6323069954672;59.3252575368163;"E,T,N,R 9:00-12:00;K 11:30-17:00;L,P suletud";"20.08.2015 suletud";20.08.2015;"17.09.-30.09.15 suletud;lähim Rakvere pk";30.09.2015;;;;;;2015-08-11+03:00
96045;"Põlva Kaubamaja pakiautomaat";0;EE;"Põlva maakond";"Põlva vald";"Põlva linn";NULL;"Kesk tänav";NULL;10;NULL;27.0551704607542;58.0544749336954;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96073;"Põlva Selveri pakiautomaat";0;EE;"Põlva maakond";"Põlva vald";"Põlva linn";NULL;"Jaama tänav";NULL;12;NULL;27.0711944934429;58.0636976990257;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
63301;"Põlva postkontor";1;EE;"Põlva maakond";"Põlva vald";"Põlva linn";NULL;"Kesk tänav";NULL;10;NULL;27.0558058132418;58.0543542550681;"E-R 9:00-18:00;L 9:00-12:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
91291;"Pürksi postkontor";1;EE;"Lääne maakond";"Noarootsi vald";"Pürksi küla / Birkas";"Pürksi keskus";NULL;NULL;9;NULL;23.5210367808727;59.0067150435775;"E-R 8:00-13:00 ja 13:30-15:00;L,P suletud";"14.09.-27.09.15 suletud;lähim Linnamäe pk";27.09.2015;"02.10.1015 avatud 8:00-13:00;lähim Linnamäe pk";02.10.2015;;;;;;2015-09-02+03:00
43201;"Püssi postkontor";1;EE;"Ida-Viru maakond";"Lüganuse vald";"Püssi linn";NULL;"Viru tänav";NULL;2;NULL;27.0390628511237;59.3619952735935;"E,R 9:00-18:00; T-N 9:00-15:00; L,P suletud";NULL;NULL;"24.09.2015 suletud;lähim Kiviõli pk";24.09.2015;;;;;;2015-09-22+03:00
50301;"Raadi postkontor";1;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Narva maantee";NULL;112;NULL;26.7298729772523;58.3918356082812;"E-R 10:00-19:00;L 10:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
96105;"Raasiku pakiautomaat";0;EE;"Harju maakond";"Raasiku vald";"Raasiku alevik";NULL;"Tallinna maantee";NULL;19;NULL;25.1824050200542;59.3696202719823;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-08+03:00
75293;"Raasiku postkontor";1;EE;"Harju maakond";"Raasiku vald";"Raasiku alevik";NULL;"Tallinna maantee";NULL;2;NULL;25.1755549224868;59.367091708286;"T,N,R 9:00-16:00;K 9:00-18:00;L 9:00-14:00; E,P suletud";NULL;NULL;NULL;NULL;;;;;;2015-09-23+03:00
75399;"Rae postkontor";1;EE;"Harju maakond";"Rae vald";"Peetri alevik";NULL;"Veesaare tee";NULL;2;NULL;24.811458330716;59.4020364440158;"E-R 10:00-19:00;L 10:00-16:00;P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-07-30+03:00
49501;"Raja postkontor";1;EE;"Jõgeva maakond";"Kasepää vald";"Kasepää küla";NULL;"Sõpruse tänav";NULL;149;NULL;26.9690369336226;58.7867907331002;"E-R 9:00-12:30;L,P suletud";"16.09.2015 suletud;lähim Mustvee pk ja Torma pk";16.09.2015;"17.09.-30.09.15 avatud E 9:00-12:30;T-R 9:00-11:00;L,P suletud";30.09.2015;;;;;;2015-09-14+03:00
46333;"Rakke postkontor";1;EE;"Lääne-Viru maakond";"Rakke vald";"Rakke alevik";NULL;"Friedrich Robert Faehlmanni tee";NULL;18;NULL;26.2460095549459;58.9870339968188;"E,T,N.R 9:30-14:00; K 9:30-17:00; L,P suletud";NULL;NULL;"08.09.2015 suletud;lähim Väike-Maarja pk";08.09.2015;;;;;;2015-08-28+03:00
96078;"Rakvere Põhjakeskuse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere vald";"Tõrremäe küla";NULL;"Haljala tee";NULL;4;NULL;26.3387576084181;59.3646519199673;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
96031;"Rakvere Turutare pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";NULL;NULL;"Laada tänav";NULL;18;NULL;26.3641969333952;59.3469877228546;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
44301;"Rakvere postkontor";1;EE;"Lääne-Viru maakond";"Rakvere linn";NULL;NULL;"Ferdinand Gustav Adoffi tänav";NULL;11;NULL;26.3640250185303;59.3487314637617;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
71126;"Ramsi postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Ramsi alevik";NULL;NULL;NULL;NULL;NULL;25.5407181426275;58.3076547823033;"E-P 9:00-20:00";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
61101;"Rannu postkontor";1;EE;"Tartu maakond";"Rannu vald";"Rannu alevik";NULL;NULL;"Rannu rahvamaja";NULL;NULL;26.2166621082816;58.2392880181895;"E,T,N,R 9:00-12:00;K 14:00-18:00;L,P suletud";NULL;NULL;"21.09.2015 suletud;lähim Elva pk";21.09.2015;;;;;;2015-09-02+03:00
96043;"Rapla Maxima pakiautomaat";0;EE;"Rapla maakond";"Rapla vald";"Rapla linn";NULL;"Tallinna maantee";NULL;50a;NULL;24.7907580746136;58.9982513040899;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
79598;"Rapla postibuss";1;EE;"Rapla maakond";"Rapla vald";"Rapla linn";NULL;"Tallinna maantee";NULL;17;NULL;24.7941500986235;59.0046530552093;"Hageri A ja O kauplus E-T,R 13.30-15.30, K-N 8.30-10.30;Raikküla vallamaja;E-R 11.00-13.00;Valgu külakeskus;E-T 8.30-10.30;Sipa mõisa parklas;K-N 13.30-15.30";"16.09.15 Sipa peatus suletud";16.09.2015;"17.09.-30.09.15 suletud;lähim Rapla pk";30.09.2015;;;;;;2015-09-03+03:00
79501;"Rapla postkontor";1;EE;"Rapla maakond";"Rapla vald";"Rapla linn";NULL;"Tallinna maantee";NULL;17;NULL;24.794665384151;59.0043342694248;"E-R 8:00-17:30;L 9:00-14:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
90494;"Ridala postipunkt";1;EE;"Lääne maakond";"Ridala vald";"Sinalepa küla";NULL;NULL;NULL;NULL;NULL;23.5864253991339;58.8313259043831;"E-R 10:00-18:00;L 10:00-15:00;P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
68794;"Riidaja postipunkt";1;EE;"Valga maakond";"Põdrala vald";"Riidaja küla";NULL;NULL;"Riidaja kauplus";NULL;NULL;25.894969837323;58.0965511782147;"E-R 10:00-18:00; L,P 10:00-14:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
76292;"Riisipere postkontor";1;EE;"Harju maakond";"Nissi vald";"Riisipere alevik";NULL;"Metsa tänav";NULL;7;NULL;24.3152200909034;59.1064853769437;"T,N,R 10:00-16:00;K 12:00-18:00;L 10:00-13:00;E,P suletud";"20.08.2015 suletud";20.08.2015;"14.08.-28.08.15 avatud T,N 10:00-16:00;L 10:00-13:00;E,K,R,P suletud;lähim Turba pk";28.08.2015;;;;;;2015-07-30+03:00
50191;"Ringtee postkontor";1;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Võru tänav";NULL;167;NULL;26.7134217625264;58.3448862504264;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
90994;"Risti postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Risti alevik";NULL;"Lihula maantee";NULL;15;NULL;24.0573222042456;58.9939379027154;"E-R 09.00-20.00;L,P 10.00-20.00";NULL;NULL;"Alates 09.09.2015 ajutiselt suletud;lähim Palivere pk";30.09.2015;;;;;;2015-09-09+03:00
46694;"Roela postipunkt";1;EE;"Lääne-Viru maakond";"Vinni vald";"Roela alevik";NULL;"Tartu maantee";NULL;11;NULL;26.5857717856921;59.1651006586433;"E-R 9:00-20:00; L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
62194;"Roiu postipunkt";1;EE;"Tartu maakond";"Haaslava vald";"Roiu alevik";NULL;"Oja tänav";NULL;6;NULL;26.8664693177706;58.2993942887738;"E,T,N,R 10:00-14:00;K 14:00-16:00;L,P suletud";NULL;NULL;"19.08-02.09.15 suletud;lähim Luunja pp.";02.09.2015;;;;;;2015-08-05+03:00
73215;"Roosna-Alliku postkontor";1;EE;"Järva maakond";"Roosna-Alliku vald";"Roosna-Alliku alevik";NULL;"Pargi tänav";NULL;10;NULL;25.7086063033655;59.0298999906277;"E-R 8:00-12:30;L,P suletud";NULL;NULL;"15.09.15 suletud;lähim Järva-Jaani pk";15.09.2015;;;;;;2015-09-04+03:00
93091;"Ruhnu postipunkt";1;EE;"Saare maakond";"Ruhnu vald";"Ruhnu küla";NULL;NULL;NULL;NULL;NULL;23.2434638771604;57.8027455306341;"E-R 10:00-13:00,18:00-19:00;L 10:00-12:00,18:00-19:00;P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
76192;"Rummu postkontor";1;EE;"Harju maakond";"Vasalemma vald";"Rummu alevik";NULL;NULL;NULL;NULL;NULL;24.2044800040123;59.2313457288362;"T,K,R 9.00-15.00;N 14.00-18.00;L 10.00-13.30;E,P suletud";"07.09.-13.09.15 avatud K,R 10:00-14:00;E,T,N,L,P suletud;lähim Vasalemma pk";13.09.2015;"Alates 14.09.2015 suletud;lähim Padise pk ja Vasalemma pk";30.09.2015;;;;;;2015-09-10+03:00
64494;"Ruusa postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Ruusa küla";NULL;NULL;NULL;NULL;NULL;27.2916666129582;58.046548267532;"E-R 9:00-18:00;L,P 9:00-15:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
65048;"Ruusmäe postipunkt";1;EE;"Võru maakond";"Haanja vald";"Ruusmäe küla";NULL;NULL;NULL;NULL;NULL;27.0886637570627;57.6352120895331;"E-R 10:00-18:00; L,P 10:00-16:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
50500;"Räni postkontor";1;EE;"Tartu maakond";"Tartu linn";NULL;NULL;"Ringtee tänav";NULL;75;NULL;26.6777024584039;58.3580604361238;"E-R 10:00-20:00;L 10:00-18:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
96095;"Räpina Maxima pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Räpina linn";NULL;"Pargi tänav";NULL;1;NULL;27.4636408576968;58.0974936142226;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
64501;"Räpina postkontor";1;EE;"Põlva maakond";"Räpina vald";"Räpina linn";NULL;"Kooli tänav";NULL;1;NULL;27.4647772971175;58.0972479983515;"E,T,N,R 8:00-16:00;K 8:00-17:00;L 8:00-12:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2015-09-01+03:00
61018;"Rõngu postkontor";1;EE;"Tartu maakond";"Rõngu vald";"Rõngu alevik";NULL;"Valga maantee";NULL;6a;NULL;26.2484526547524;58.1416780999058;"E,T,N,R 9:00-13:30;K 10:00-17:00;L,P suletud";NULL;NULL;"14.09.2015 avatud 9:00-13:00;lähim Elva pk";14.09.2015;;;;;;2015-09-14+03:00
90692;"Rõude postipunkt";1;EE;"Lääne maakond";"Martna vald";"Rõude küla";NULL;NULL;NULL;NULL;NULL;23.9248443409054;58.7720654504785;"T-L 11:00-13:00; E,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
66198;"Rõuge postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Rõuge alevik";NULL;"Võru maantee";NULL;10;NULL;26.9175697027167;57.7293119514923;"E-P 09.00-20.00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
9922;"Rēzeknes Maxima XX pakomāts";0;LV;Rēzekne;"Atbrīvošanas aleja 141, Rēzekne";;;;;;;27.339478;56.524147;;;;;;;;;;;
