ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
79291;"Käru postkontor";1;EE;"Rapla maakond";"Käru vald";"Käru alevik";NULL;"Viljandi maantee";NULL;8;NULL;25.1398665587148;58.8290782299049;"E-R 8:00-14:30; L,P suletud";NULL;NULL;"17.09.15 suletud;lähim Türi pk";17.09.2015;;;;;;2015-09-08+03:00
49394;"Kääpa postipunkt";1;EE;"Jõgeva maakond";"Saare vald";"Kääpa küla";NULL;NULL;Kaupluse;NULL;NULL;26.8490011360265;58.699138316206;"E-L 08.00-17.00;P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
67420;"Kääriku postipunkt";1;EE;"Valga maakond";"Otepää vald";"Kääriku küla";NULL;NULL;Kääriku;NULL;NULL;26.3884602089582;58.0036000147501;"E-R 08:30-16:00;L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
90194;"Kõmsi postipunkt";1;EE;"Lääne maakond";"Hanila vald";"Kõmsi küla";NULL;"Kõmsi tee";NULL;6;NULL;23.6323562609791;58.6234350160834;"E-R 11.00-15.30;L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-11+03:00
70594;"Kõo postipunkt";1;EE;"Viljandi maakond";"Kõo vald";"Kõo küla";NULL;NULL;"Kõo kauplus";NULL;NULL;25.7240817158979;58.6318299783645;"E-R 9.00-19.00;L-P 10.00-16.00";NULL;NULL;"20.08.2015 avatud 10.00-18.00";20.08.2015;;;;;;2015-08-11+03:00
71294;"Kõpu postipunkt";1;EE;"Viljandi maakond";"Kõpu vald";"Kõpu alevik";NULL;"Tipu tänav";NULL;4;NULL;25.3029850966448;58.3269284234806;"E-L 9.00-19.00;P 9.00-15.00";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
92293;"Kõrgessaare postipunkt";1;EE;"Hiiu maakond";"Hiiu vald";"Kõrgessaare alevik";NULL;"Tööstuse tee";NULL;10;NULL;22.4718554265607;58.9820505799604;"E-L 10:00-19:00; P 10:00-16:00";NULL;NULL;"20.08.2015 avatud 10.00-20.00";20.08.2015;;;;;;2015-08-11+03:00
88861;"Kėdainių NORFA Basanavičiaus paštomatas";0;LT;Kėdainiai;"J.Basanavičiaus g. 49, Kėdainiai";;;;;;;23.971041;55.285145;;;;;;;;;;"Paštomatą rasite lauke, dešinėje prekybos centro pusėje, už kampo";
96067;"Laagri Maksimarketi pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";NULL;"Pärnu maantee";NULL;558a;NULL;24.6129411293563;59.3412076160099;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
96008;"Laagri Säästumarketi pakiautomaat";0;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Pärnu maantee";NULL;453e;NULL;24.6311304147451;59.3600693275023;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
76491;"Laagri postkontor";1;EE;"Harju maakond";"Saue vald";"Laagri alevik";NULL;"Veskitammi tänav";NULL;10;NULL;24.6121302336645;59.3511203044719;"E-R 10:00-19:00;L 10:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
46520;"Laekvere postkontor";1;EE;"Lääne-Viru maakond";"Laekvere vald";"Laekvere alevik";NULL;"Kesk tänav";NULL;12;NULL;26.5585215478393;59.0675450935244;"E-N 8:00-16:00;R 8:00-13:30;L,P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
60601;"Laeva postkontor";1;EE;"Tartu maakond";"Laeva vald";"Laeva küla";NULL;"Väänikvere tee";NULL;8;NULL;26.3860038539413;58.4874966008362;"E 11:00-14:00;T-R 9:00-12:00;L,P suletud";NULL;NULL;"21.09.-25.09.15 suletud;lähim Lähte pk";25.09.2015;;;;;;2015-09-17+03:00
94494;"Laimjala postipunkt";1;EE;"Saare maakond";"Laimjala vald";"Laimjala küla";NULL;NULL;Kaupluse;NULL;NULL;23.0028922576486;58.4268144651892;"E-L 9:00-18:00; P 10:00-16:00";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
48404;"Laiuse postkontor";1;EE;"Jõgeva maakond";"Jõgeva vald";"Laiuse alevik";NULL;"Kuremaa tee";NULL;24;NULL;26.4964785495928;58.7848601084362;"E-N 8:30-13:00;R 8:30-12:00;L,P suletud";"4.09.2015 avatud 8:30-11:45";04.09.2015;"17.09-30.09.2015 suletud;lähim Jõgeva pk";30.09.2015;;;;;;2015-09-03+03:00
13801;"Lasnamäe Centrum postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Mustakivi tee";NULL;13;NULL;24.864181390105;59.4403754720511;"E-R 10.00-20.00;L 10.00-18.00;P 10.00-14.00";NULL;NULL;NULL;NULL;;;;;;2015-08-03+03:00
13601;"Lasnamäe postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Pae tänav";NULL;80;NULL;24.8209395295083;59.4361329742637;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
65416;"Lasva postipunkt";1;EE;"Võru maakond";"Lasva vald";"Lasva küla";NULL;"Pässä põik";NULL;6;NULL;27.1768212080311;57.863338883087;"E-R 10:00-19:00;L,P 10:00-17:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
76794;"Laulasmaa postipunkt";1;EE;"Harju maakond";"Keila vald";"Laulasmaa küla";NULL;"Kloogaranna tee";NULL;4;NULL;24.2455261225926;59.3725568723861;"E,K,R 8:00-11:00;T,N 16:00-18:00;L,P suletud";NULL;NULL;"Alates 05.02 2015 ajutiselt suletud;lähim Keila pk ja Klooga pk";30.09.2015;;;;;;2015-08-31+03:00
87000;"Lavassaare postkontor";1;EE;"Pärnu maakond";"Audru vald";"Lavassaare alev";NULL;"Pärna tänav";NULL;4;NULL;24.3704677392932;58.5138634414823;"E-R 9:00-13:00;L,P suletud";NULL;NULL;"30.09.15 suletud;lähim Audru pk";30.09.2015;;;;;;2015-09-11+03:00
64404;"Leevaku postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Leevaku küla";NULL;NULL;"Leevaku kauplus";NULL;NULL;27.3448777046232;58.0909332132723;"E-R 9:00-19:00; L,P 9:00-16:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
73694;"Lehtse postipunkt";1;EE;"Lääne-Viru maakond";"Tapa vald";"Lehtse alevik";NULL;"Pikk tänav";NULL;12;NULL;25.8251004278681;59.2533353388245;"E-R 10.00-20.00;L 10.00-19.00;P 10.00-17.00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
94292;"Leisi postkontor";1;EE;"Saare maakond";"Leisi vald";"Leisi alevik";NULL;"Mustjala maantee";NULL;5;NULL;22.6821435817559;58.5717636601091;"E-K 9:00-15:00;N 9:00-12:30 ja 13:00-18:00;R 9:00-12:00;L,P suletud";NULL;NULL;"25.08.15 avatud 9:00-14:00";25.08.2015;;;;;;2015-08-25+03:00
79092;"Lelle postkontor";1;EE;"Rapla maakond";"Kehtna vald";"Lelle alevik";NULL;"Pärnu maantee";NULL;6a;NULL;25.001518412672;58.8614022045379;"E 10:00-12:00;T-N 8:00-10:00;R 12:00-14:00;L,P suletud";"Alates 31.08.15 ajutiselt suletud;lähim Rapla pk";30.09.2015;NULL;NULL;;;;;;2015-08-31+03:00
11191;"Lennujaama postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Tartu maantee";NULL;101;NULL;24.8012787036801;59.4163755033913;"E-R 9:30-17:00;L,P suletud";NULL;NULL;"Alates 06.10.2015 alaliselt suletud";06.10.2015;;;;;;2015-09-22+03:00
80301;"Lepa postkontor";1;EE;"Pärnu maakond";"Pärnu linn";NULL;NULL;"Karja tänav";NULL;4;NULL;24.5112313512703;58.3820897336956;"E-R 9:00-18:00;L 9:00-14:00;P suletud";"1.06.-30.09.15 avatud E-R 9:00-17:00;L,P suletud;lähim Pärnu pk";30.09.2015;"Alates 01.10.2015 alaliselt avatud E-R 10:00-18:00;L,P suletud";01.10.2015;;;;;;2015-09-22+03:00
87294;"Libatse postipunkt";1;EE;"Pärnu maakond";"Halinga vald";"Libatse küla";NULL;NULL;"Libatse Algkool-lasteaed";NULL;NULL;24.4828190368884;58.658589884424;"E-N 8:30-17:00; P 09:00-15:00;R,L suletud";NULL;NULL;"14.09.2015 suletud;lähim Kivi-Vigala pk";14.09.2015;;;;;;2015-09-08+03:00
9943;"Lielupes RIMI pakomāts";0;LV;Jūrmala;"Viestura iela 22,Jūrmala";;;;;;;23.85903;56.974873;;;;;;;;;;;
9917;"Liepājas Baata pakomāts";0;LV;Liepāja;"Klaipēdas iela 104c, Liepāja";;;;;;;21.004957;56.486786;;;;;;;;;;;
9926;"Liepājas Rožu laukums pakomāts";0;LV;Liepāja;"Lielā iela, Liepāja";;;;;;;21.01174;56.509052;;;;;;;;;;;
9938;"Liepājas Supernetto Ziemeļu iela pakomāts";0;LV;Liepāja;"Ziemeļu iela 13";;;;;;;21.012362;56.53495;;;;;;;;;;;
90301;"Lihula postkontor";1;EE;"Lääne maakond";"Lihula vald";"Lihula linn";NULL;"Tallinna maantee";NULL;19;NULL;23.8351995508813;58.6879854244142;"E-R 9:00-17:00;L 9:00-13:00;P suletud";"1.07-13.09.15 avatud E-R 9:00-17:00;L,P suletud;lähim Haapsalu pk";13.09.2015;NULL;NULL;;;;;;2015-08-21+03:00
94791;"Liiva postkontor";1;EE;"Saare maakond";"Muhu vald";"Liiva küla";NULL;NULL;"Liiva sidejaoskond";NULL;NULL;23.2315207822569;58.6058362470047;"E-K,R 9:00-15:00;N 9:00-17:00;L,P suletud";"20.08.2015 suletud";20.08.2015;"24.08.-06.09.15 suletud;lähim Orissaare pk";06.09.2015;;;;;;2015-08-18+03:00
10601;"Lilleküla postkontor";1;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Mustamäe tee";NULL;16;NULL;24.6967574146146;59.4225787291365;"E-R 10:00-20:00;L 10:00-18:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
69005;"Lilli postipunkt";1;EE;"Viljandi maakond";"Karksi vald";"Lilli küla";NULL;NULL;"Lilli kultuurimaja";NULL;NULL;25.5366345424826;57.9930714230289;"E,K,N 10.00-16.00; T,R 10.00-14.30; L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-11+03:00
9942;"Limbažu Maxima XX pakomāts";0;LV;Limbaži;"Stacijas iela 8,Limbaži";;;;;;;24.722431;57.513751;;;;;;;;;;;
91091;"Linnamäe postkontor";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Linnamäe küla";NULL;NULL;"Oru vallamaja-kool";NULL;NULL;23.7184394609208;58.9955000922875;"E-R 8:30-13:30;L,P suletud";"17.08.-31.08.2015 suletud;lähim Haapsalu pk";31.08.2015;NULL;NULL;;;;;;2015-08-05+03:00
42094;"Lohusuu postipunkt";1;EE;"Ida-Viru maakond";"Lohusuu vald";"Lohusuu alevik";NULL;"Avinurme tee";NULL;2;NULL;27.0454823313982;58.9410516789318;"E-R 9:00-19:00; L,P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
74801;"Loksa postkontor";1;EE;"Harju maakond";"Loksa linn";NULL;NULL;"Papli tänav";NULL;2;NULL;25.7215301679622;59.5820487563088;"E,K,R 9:00-18:00;T,N 9:00-16:00;L 9:00-13:00;P suletud";"02.05.-31.07.2015 avatud E,K,R 9:00-17:00;T,N 9:00-15:00;L 9:00-13:00;P suletud";31.07.2015;"01.08-31.08.15 avatud E,T,N,R 9:00?15:00;K 9:00?16:00;L 9:00?13:00;P suletud;20.08.2015 suletud";31.08.2015;;;;;;2015-07-30+03:00
74291;"Loo postkontor";1;EE;"Harju maakond";"Jõelähtme vald";"Loo alevik";NULL;"Saha tee";NULL;11;NULL;24.942211275928;59.4365059331787;"T,N-R 8:30-16:30;K 10:00-18:00;L 10:00-13:00;E,P suletud";NULL;NULL;"24.09.15 suletud;lähim Kostivere pk";24.09.2015;;;;;;2015-09-18+03:00
65622;"Luha postkontor";1;EE;"Võru maakond";"Võru linn";NULL;NULL;"Jüri tänav";NULL;83;NULL;27.010043036475;57.8352203008075;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
48093;"Lustivere postipunkt";1;EE;"Jõgeva maakond";"Põltsamaa vald";"Lustivere küla";NULL;"Kooli tee";NULL;3;NULL;26.0925351615009;58.6620386810591;"E-P 9-18";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
62294;"Luunja postipunkt";1;EE;"Tartu maakond";"Luunja vald";"Luunja alevik";NULL;"Puiestee tänav";NULL;14;NULL;26.8795097407046;58.3554581553006;"T 10.00-18.00;K 10.00-17.00;N 10.00-18.00;R 10.00-17.00;L 10.00-14.00;P,E suletud";NULL;NULL;"15.09.2015 suletud;lähim Melliste postipunkt";15.09.2015;;;;;;2015-09-11+03:00
60500;"Lähte postkontor";1;EE;"Tartu maakond";"Tartu vald";"Lähte alevik";NULL;NULL;NULL;NULL;NULL;26.6822723174854;58.4926417741916;"T,K,R,L 9:00-12:30;N 14:30-18:00;E,P suletud";NULL;NULL;NULL;NULL;;;;;;2015-09-23+03:00
93394;"Lümanda postipunkt";1;EE;"Saare maakond";"Lääne-Saare vald";"Lümanda küla";NULL;NULL;Kaupluse;NULL;NULL;22.0244373978221;58.2868429283723;"E-R 8.00-19.00;L 9.00-18.00;P 10-15";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
96081;"Maardu Maxima pakiautomaat";0;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Keemikute tänav";NULL;2;NULL;25.0200979847296;59.4733483589969;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
74101;"Maardu postkontor";1;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Keemikute tänav";NULL;2;NULL;25.0201645952061;59.4738475480921;"E-R 10:00-19:00;L 10:00-14:00;P suletud";"15.06.-30.09.2015 avatud E,K,R 12.00-19.00;T,N 10.00-16.00;L 10.00-15.00;P suletud;lähim Lasnamäe Centrumi postkontor";30.09.2015;NULL;NULL;;;;;;2015-08-27+03:00
9944;"Madonas Maxima XX pakomāts";0;LV;Madona;"Rūpniecības iela 49,Madona";;;;;;;26.2311;56.860005;;;;;;;;;;;
42394;"Maidla postipunkt";1;EE;"Ida-Viru maakond";"Lüganuse vald";"Maidla küla";NULL;NULL;NULL;NULL;NULL;27.0106698078859;59.336182558159;"E-R 8:00-18:00; L,P 10:00-17:00";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
88899;"Marijampolės MAXIMA Bažnyčios paštomatas";0;LT;Marijampolė;"Bažnyčios g. 38, Marijampolė";;;;;;;23.346449;54.556047;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Laisvės g. pusės";
88856;"Marijampolės PC ARENA paštomatas";0;LT;Marijampolė;"Dariaus ir Girėno g. 3A, Marijampolė";;;;;;;23.354530;54.560951;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į JYSK kairėje pusėje";
90694;"Martna postipunkt";1;EE;"Lääne maakond";"Martna vald";"Martna küla";NULL;NULL;NULL;NULL;NULL;23.8031999275417;58.8565856835293;"E,K,R 9:30-12:00 ja 13:00-16:30; T,N,L,P suletud";NULL;NULL;"01.07.-31.07.15 suletud;v.a 15.07.15, 22.07.15 ja 29.07.16 avatud 9.30-16.00;lähim Taebla postipunkt";31.07.2015;;;;;;2015-06-29+03:00
88857;"Mažeikių PC EIFELIS paštomatas";0;LT;Mažeikiai;"Žemaitijos g. 72, Mažeikiai";;;;;;;22.353653;56.299740;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į NORFA, kairėje pusėje";
62501;"Mehikoorma postkontor";1;EE;"Tartu maakond";"Meeksi vald";"Mehikoorma alevik";NULL;"Kesk tänav";NULL;20;NULL;27.469626967681;58.2353807807937;"E,T,N,R 8:00-13:30;K 8:00-15:00;L,P suletud";NULL;NULL;"21.09.2015 suletud;lähim Räpina pk";21.09.2015;;;;;;2015-08-21+03:00
62320;"Melliste postipunkt";1;EE;"Tartu maakond";"Mäksa vald";"Melliste küla";NULL;"Tartu maantee";NULL;1;NULL;26.977730531638;58.3323140591957;"E-R 9:00-15:00; L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
64394;"Mikitamäe postipunkt";1;EE;"Põlva maakond";"Mikitamäe vald";"Mikitamäe küla";NULL;"Mäe tänav";NULL;10;NULL;27.5422240511895;58.0055835848774;"E-R 9:00-18:00; L,P 9:00-15:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
65046;"Misso postipunkt";1;EE;"Võru maakond";"Misso vald";"Misso alevik";NULL;NULL;NULL;NULL;NULL;27.2265581519279;57.6005859411606;"E-R 9:00-19:00;L,P 10:00-18:00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
64601;"Mooste postkontor";1;EE;"Põlva maakond";"Mooste vald";"Mooste alevik";NULL;"Lasteaia tee";NULL;5;NULL;27.1881834295842;58.1567404446856;"E,T,K,R 8:00-12:00;N 11:00-15:00;L,P suletud";"01.09.-30.09.15 avatud T 8.00-12.00;R 8.00-12.00;E,K,N,L,P sutletud;lähim Põlva pk";30.09.2015;"Alaliselt suletud alates 01.10.2015;postiteenust hakkab osutama Mooste postipunkt";01.10.2015;;;;;;2015-09-01+03:00
13401;"Mustamäe postkontor";1;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Sõpruse puiestee";NULL;201;NULL;24.6975602953877;59.4014368625123;"E-R 10:00-20:00;L 10:00-18:00; P suletud";"22.06.15 avatud 10:00-17:00;23.06-24.06.15 suletud";24.06.2015;NULL;NULL;;;;;;2015-06-02+03:00
12701;"Mustika postkontor";1;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"A. H. Tammsaare tee";NULL;116;NULL;24.6828011837076;59.4105491062696;"E-R 10.00-20.00;L 10.00-18.00;P suletud";"22.06.15 avatud 10:00-17:00;23.06-24.06.15 suletud";24.06.2015;NULL;NULL;;;;;;2015-06-02+03:00
93694;"Mustjala postipunkt";1;EE;"Saare maakond";"Mustjala vald";"Mustjala küla";NULL;"Alevi tänav";NULL;5;NULL;22.2341217196719;58.4620805822478;"E-L 12.00-16.00;P suletud";NULL;NULL;"22.06.-24.06.2015 suletud";24.06.2015;;;;;;2015-06-15+03:00
69799;"Mustla postkontor";1;EE;"Viljandi maakond";"Tarvastu vald";"Mustla alevik";NULL;"Posti tänav";NULL;52a;NULL;25.8654563984313;58.23517625062;"E-R 9:00-13:00 ja 13:30-17:00;L, P suletud";NULL;NULL;"30.09.2015 suletud;lähim Viljandi pk";30.09.2015;;;;;;2015-09-22+03:00
49601;"Mustvee postkontor";1;EE;"Jõgeva maakond";"Mustvee linn";NULL;NULL;"Tartu tänav";NULL;3;NULL;26.944797953311;58.8479555573636;"T-R 9:00-15:30;L 9:00-12:30;P,E suletud";"22.09.2015 suletud;lähim Torma pk";22.09.2015;"17.09.-30.09.15 avatud T-R 12:30-17:00;L 9:00-12:30;P,E suletud;lähim Raja pk";30.09.2015;;;;;;2015-09-14+03:00
46522;"Muuga postipunkt";1;EE;"Lääne-Viru maakond";"Laekvere vald";"Muuga küla";NULL;"Allee tee";NULL;1;NULL;26.6294008161426;59.110972853342;"E-R 09:00-18:00;L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
41300;"Mäetaguse postkontor";1;EE;"Ida-Viru maakond";"Mäetaguse vald";"Mäetaguse alevik";NULL;"Kooli tänav";NULL;7;NULL;27.2957814097331;59.2243972584058;"E 8:30-16:00;T-R 8:30-13:00;L,P suletud";NULL;NULL;"21.09.2015 avatud 8:30-13:00;lähim Jõhvi pk";21.09.2015;;;;;;2015-09-18+03:00
11201;"Männiku postkontor";1;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Männiku tee";NULL;101;NULL;24.7183697723916;59.3749518326948;"E-R 9:00-18:00; L 9:00-15:00; P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
71097;"Männimäe postkontor";1;EE;"Viljandi maakond";"Viljandi linn";NULL;NULL;"Riia maantee";NULL;35;NULL;25.5843005280465;58.3529956574074;"E-R 9:00-13:30 ja 14:00-18:00;L 9:00-14:00;P suletud";"01.09-30.09.15 avatud E-R 9:00-13:30 ja 14:00-18:00;L,P suletud";30.09.2015;"Alates 01.10.2015 alaliselt avatud E-R 9:00-13:30 ja 14:00-18:00;L,P suletud;lähim Viljandi pk";01.10.2015;;;;;;2015-09-23+03:00
96051;"Märjamaa Maxima pakiautomaat";0;EE;"Rapla maakond";"Märjamaa vald";"Märjamaa alev";NULL;"Kasti tee";NULL;1;NULL;24.4333761468281;58.9097544994357;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
78391;"Märjamaa postkontor";1;EE;"Rapla maakond";"Märjamaa vald";"Märjamaa alev";NULL;"Veski tänav";NULL;6;NULL;24.4278718113058;58.9037931424899;"E-R 9:00-17:00; L 10:00-14:00; P suletud";NULL;NULL;"24.09.15 avatud 9:00-12:00;lähim Kivi-Vigala pk";24.09.2015;;;;;;2015-09-22+03:00
69300;"Mõisaküla postkontor";1;EE;"Viljandi maakond";"Mõisaküla linn";NULL;NULL;"Aia tänav";NULL;6;NULL;25.1847278115475;58.0916056176609;"E,T,N,R 9:00- 12:30 ja 13:00-16:30;K 9:00-12:30 ja 13:00-18:00;L,P suletud";"15.09.2015 suletud;lähim Viljandi pk";15.09.2015;"25.09.2015 suletud;lähim Abja-Paluoja pk";25.09.2015;;;;;;2015-09-14+03:00
66094;"Mõniste postipunkt";1;EE;"Võru maakond";"Mõniste vald";"Mõniste küla";NULL;NULL;"Sõpruse kauplus";NULL;NULL;26.6081777659345;57.613879391862;"E-R 13:00-15:00;L,P suletud";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
96028;"Narva Astri keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Tallinna maantee";NULL;41;NULL;28.1764472117627;59.3805459151744;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-18+02:00
96072;"Narva Fama keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Tallinna maantee";NULL;19c;NULL;28.1872655845343;59.3797805213775;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10+02:00
96091;"Narva Kreenholmi Maxima XX pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Kreenholmi tänav";NULL;52;NULL;28.1870151639671;59.3645564854927;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-11+02:00
21001;"Narva postkontor";1;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Tallinna maantee";NULL;41;NULL;28.175583737717;59.3811925845927;"E-R 10:00-20:00;L 10:00-18:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
29001;"Narva-Jõesuu postkontor";1;EE;"Ida-Viru maakond";"Narva-Jõesuu linn";NULL;NULL;"Koidu tänav";NULL;25;NULL;28.0411946571352;59.460557538065;"E-N 9:00-12:00 13:00-17:30;R 8:30-12:00 13:00-16:30;L,P suletud";NULL;NULL;"24.09.2015 suletud;lähim Pähklimäe pk";24.09.2015;;;;;;2015-09-22+03:00
11601;"Nõmme postkontor";1;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";NULL;"Jaama tänav";NULL;1;NULL;24.6845445869685;59.3877093423677;"E-R 9:00-19:00;L 9:00-15:00;P suletud";"20.08.2015 suletud";20.08.2015;NULL;NULL;;;;;;2015-07-30+03:00
61625;"Nõo postipunkt";1;EE;"Tartu maakond";"Nõo vald";"Nõo alevik";NULL;"Oja tänav";NULL;12;NULL;26.5299073421517;58.2731891485161;"E-N 10.00-20.00;R,L 10.00-21.00;P 10.00-20.00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
67594;"Nõuni postipunkt";1;EE;"Valga maakond";"Palupera vald";"Nõuni küla";NULL;NULL;"Nõuni külaraamatukogu";NULL;NULL;26.5216851297248;58.1259637138979;"E,T 11.00-13.00;K 12.00-14.00 ja 17.00-18.00;N 12.00-14.00;R,L,P suletud";"01.09.2015 suletud;lähim Otepää pk";01.09.2015;NULL;NULL;;;;;;2015-08-25+03:00
91191;"Nõva postkontor";1;EE;"Lääne maakond";"Nõva vald";"Nõva küla";NULL;NULL;NULL;NULL;NULL;23.6802321736533;59.2222962532249;"E-R 9:30-12:30; L,P suletud";NULL;NULL;"3.09.-30.09.15 suletud;lähim Haapsalu pk";30.09.2015;;;;;;2015-09-02+03:00
65394;"Obinitsa postipunkt";1;EE;"Võru maakond";"Meremäe vald";"Obinitsa küla";NULL;NULL;Poe;NULL;NULL;27.4394382462452;57.809036910979;"E-R 10.00-19.00;L,P 10.00-17.00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
9925;"Ogres T/C Ogres prestižs pakomāts";0;LV;Ogre;"Mednieku iela 21/23, Ogre";;;;;;;24.602722;56.82513;;;;;;;;;;;
72313;"Oisu postkontor";1;EE;"Järva maakond";"Türi vald";"Oisu alevik";NULL;"Tehnika tänav";NULL;1;NULL;25.5650161411721;58.7598526477443;"E-R 8:00-12:15 ; L,P suletud";NULL;NULL;"15.09.15 suletud;lähim Türi pk";15.09.2015;;;;;;2015-09-04+03:00
9949;"Olaines Maxima X pakomāts";0;LV;Olaine;"Veselības iela 1, Olaine";;;;;;;23.936511;56.78457;;;;;;;;;;;
70400;"Olustvere postkontor";1;EE;"Viljandi maakond";"Suure-Jaani vald";"Olustvere alevik";NULL;"Müüri tänav";NULL;3;NULL;25.562422426599;58.5561453734408;"E-R 9:30-15:00; L,P suletud";"10.08.-24.08.15 avatud T,N 9:30-15:00;E,K,R,L,P suletud;lähim Suure-Jaani pk";24.08.2015;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-04+03:00
64194;"Orava postipunkt";1;EE;"Põlva maakond";"Orava vald";"Orava küla";NULL;NULL;Pood;NULL;NULL;27.4591453555098;57.8894568980962;"E?P 09.00-20.00";NULL;NULL;"20.08.2015 suletud";20.08.2015;;;;;;2015-08-05+03:00
96106;"Orissaare pakiautomaat";0;EE;"Saare maakond";"Orissaare vald";"Orissaare alevik";NULL;"Kuivastu maantee";NULL;28;NULL;23.0823205303413;58.5587165698882;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-15+03:00
